멘티_ID,현재 기술 수준,학습 목표,관심 분야
637,초급,문학 분석 능력 개발,동물학
638,고급,비즈니스 윤리 배우기,자연 보전
639,초급,재무 보고서 분석,영화 제작
640,초급,가상 현실 개발 학습,조각
641,고급,블록체인 기술 학습,증강 현실
642,중급,고전 문학 학습,자기계발
643,초급,게임 디자인 이해,철학
644,중급,공연 기획 배우기,창업
645,초급,음악 이론 배우기,경제
646,중급,블록체인 기술 학습,컴퓨터 과학
647,중급,인공지능 알고리즘 이해하기,프로젝트 관리
648,중급,인테리어 디자인 배우기,여행
649,중급,웹툰 제작 기술 배우기,자연 보전
650,중급,국제 정치 분석 기술,건축
651,고급,프로그래밍 능력 향상,경제
652,초급,연극 연출 능력 키우기,방송
653,초급,의사소통 기술 향상,증강 현실
654,중급,서비스 디자인 학습,디지털 마케팅
655,고급,재무 보고서 분석,생물학
656,중급,프로그래밍 능력 향상,바이오테크놀로지
657,고급,그래픽 디자인 능력 개발,심리학
658,초급,독서 및 분석 능력 향상,게임
659,고급,대인 관계 기술 향상,자기계발
660,고급,청중 분석 능력 개발,스트레스 관리
661,고급,독서 및 분석 능력 향상,브랜딩
662,고급,시간 관리 기술 향상,언어
663,초급,생물학 원리 이해,건축
664,초급,음악 이론 배우기,도시 계획
665,초급,심리학 학습,지질학
666,고급,제품 개발 프로세스 이해,증강 현실
667,고급,인터뷰 기술 향상,통신
668,중급,비즈니스 네트워킹 스킬 향상,물리학
669,초급,카피라이팅 기술 배우기,산업 디자인
670,중급,커뮤니케이션 전략 배우기,피트니스
671,초급,글로벌 비즈니스 이해,직업 훈련
672,고급,리더십 기술 향상,미디어
673,초급,공공 연설 능력 개발,방송
674,초급,서핑 배우기,경제학
675,중급,기업가 정신 배우기,브랜딩
676,초급,가상 현실 개발 학습,팀 관리
677,초급,디지털 마케팅 기술 향상,연극
678,고급,발표 스킬 향상,음악
679,중급,도시 계획 이해,커리어 개발
680,고급,스토리텔링 능력 개발,그래픽 디자인
681,중급,비즈니스 윤리 배우기,항공
682,초급,프로그래밍 능력 향상,지질학
683,고급,네트워킹 기술 향상,물리학 실험
684,초급,연구 논문 작성 기술 연마,재무 관리
685,초급,의사소통 기술 향상,건축
686,고급,고급 수학 학습,천문학
687,중급,대인 관계 기술 향상,천문학
688,고급,인테리어 소품 디자인 배우기,항공
689,중급,디지털 마케팅 기술 향상,물리학
690,고급,카피라이팅 기술 배우기,비즈니스 윤리
691,중급,인권 문제 이해,음악
692,중급,감정 조절 기술 배우기,인테리어 디자인
693,중급,소셜 미디어 마케팅 배우기,항공
694,중급,인공지능 알고리즘 이해하기,물리학 실험
695,초급,유행 분석 배우기,패션
696,초급,유행 분석 배우기,인권
697,중급,타임 매니지먼트 배우기,물리학
698,고급,창의적 사고력 향상,건강 관리
699,고급,바리스타 기술 연마,체육
700,초급,공간 예술 디자인 학습,식물학
701,중급,인테리어 디자인 배우기,문학
702,고급,소셜 미디어 마케팅 배우기,경제
703,초급,외국어 배우기,패션
704,중급,현대 철학 이해,농업
705,초급,자바스크립트 배우기,컴퓨터 과학
706,초급,웹툰 제작 기술 배우기,심리학
707,중급,문학 분석 능력 개발,생물학
708,고급,인터뷰 기술 향상,직업 훈련
709,중급,비즈니스 윤리 배우기,패션
710,고급,기타 연주 배우기,바다 생물학
711,고급,성공적인 팀워크 기술 연마,인터넷
712,초급,건축 설계 학습,인공지능
713,중급,해외 여행 계획 기술 향상,환경 보호
714,고급,감정 조절 기술 배우기,교육
715,중급,현대 철학 이해,팀 관리
716,초급,웹툰 제작 기술 배우기,무용
717,중급,기업가 정신 배우기,스포츠
718,고급,사회적 미디어 전략 개발,피트니스
719,중급,소셜 미디어 마케팅 배우기,환경 보호
720,초급,외국어 배우기,생물학
721,중급,연극 연출 능력 키우기,교육
722,고급,인터뷰 기술 향상,정치학
723,중급,프로그래밍 능력 향상,물리학 실험
724,초급,애니메이션 제작 배우기,문화
725,고급,생물학 원리 이해,교육
726,중급,장기 목표 설정,철학
727,중급,장기 목표 설정,브랜딩
728,고급,영화 비평 기술 향상,그래픽 디자인
729,고급,개인 브랜딩 전략 학습,투자
730,중급,생물학 원리 이해,증강 현실
731,초급,대인 관계 기술 향상,항공
732,초급,기계 공학 원리 학습,인터뷰
733,초급,공공 연설 능력 개발,스트레스 관리
734,고급,조경 디자인 학습,화학 실험
735,고급,타임 매니지먼트 배우기,문화
736,고급,웹툰 제작 기술 배우기,동물학
737,중급,스토리텔링 능력 개발,지리학
738,중급,농업 기술 배우기,지구과학
739,중급,게임 디자인 이해,건축
740,초급,인권 문제 이해,마케팅
741,중급,영화 비평 기술 향상,가상 현실
742,초급,커뮤니케이션 전략 배우기,출판
743,초급,비평적 사고력 향상,예술
744,중급,국제 정치 분석 기술,사회학
745,고급,인권 문제 이해,물리학 실험
746,중급,비즈니스 모델 개발,경제
747,고급,환경 보호 관련 지식 배우기,여행
748,고급,연극 연출 능력 키우기,인터뷰
749,초급,제품 개발 프로세스 이해,컴퓨터 과학
750,고급,심리학 학습,리더십
751,중급,영어 작문 기술 향상,화학
752,중급,비즈니스 네트워킹 스킬 향상,코딩
753,고급,프리랜서 비즈니스 관리,역사
754,초급,비즈니스 윤리 배우기,요리
755,중급,아마추어 극단 운영 기술,공학
756,초급,조경 디자인 학습,언어
757,초급,독서 및 분석 능력 향상,글쓰기
758,고급,서비스 디자인 학습,천문학
759,중급,기업가 정신 배우기,미술사
760,중급,애니메이션 제작 배우기,스포츠
761,중급,소셜 미디어 마케팅 배우기,공학
762,초급,조경 디자인 학습,항공
763,고급,조경 디자인 학습,로봇공학
764,중급,비즈니스 모델 개발,예술
765,초급,소셜 미디어 마케팅 배우기,미술사
766,초급,농업 기술 배우기,통신
767,초급,현대 철학 이해,물리학
768,초급,그래픽 디자인 능력 개발,경영학
769,중급,생산성 높이는 방법 배우기,시간 관리
770,초급,기타 연주 배우기,화학 실험
771,고급,비평적 사고력 향상,기계 공학
772,초급,기업가 정신 배우기,투자
773,중급,글로벌 비즈니스 이해,출판
774,고급,바리스타 기술 연마,게임
775,고급,외국어 배우기,경제학
776,중급,글로벌 비즈니스 이해,문학
777,고급,기업가 정신 배우기,리더십
778,중급,네트워킹 기술 향상,출판
779,고급,음악 이론 배우기,게임
780,초급,영화 비평 기술 향상,방송
781,고급,기타 연주 배우기,인공지능
782,초급,서비스 디자인 학습,마케팅
783,초급,국제 협상 기술 배우기,기후 변화
784,초급,발표 스킬 향상,직업 훈련
785,초급,서핑 배우기,출판
786,중급,농업 기술 배우기,팀 관리
787,고급,사회적 미디어 전략 개발,영화
788,고급,유튜브 영상 편집 배우기,인터넷
789,중급,소셜 미디어 마케팅 배우기,천문학
790,고급,현대 철학 이해,생물학
791,고급,산업 디자인 기술 배우기,로봇공학
792,중급,산업 디자인 기술 배우기,우주과학
793,중급,심리학 학습,경제
794,중급,웹툰 제작 기술 배우기,통신
795,고급,카피라이팅 기술 배우기,컴퓨터 그래픽
796,초급,비즈니스 모델 개발,물리학 실험
797,중급,고급 수학 학습,사회학
798,고급,카피라이팅 기술 배우기,사진
799,중급,연구 논문 작성 기술 연마,애니메이션
800,고급,대인 관계 기술 향상,직무 분석
801,고급,현대 철학 이해,컴퓨터 그래픽
802,중급,공간 예술 디자인 학습,농업
803,중급,재테크 학습,물리학 실험
804,초급,요리 기술 향상,출판
805,초급,국제 협상 기술 배우기,해양학
806,초급,협상 기술 배우기,영화
807,고급,재테크 학습,패션
808,초급,창의적 사고력 향상,교수법
809,고급,개인 브랜딩 전략 학습,프로젝트 관리
810,중급,타임 매니지먼트 배우기,웰빙
811,고급,유튜브 영상 편집 배우기,공학
812,초급,성공적인 팀워크 기술 연마,출판
813,초급,재무 보고서 분석,투자
814,고급,기업가 정신 배우기,피트니스
815,고급,프로그래밍 능력 향상,우주과학
816,중급,대인 관계 기술 향상,인공지능
817,고급,비즈니스 네트워킹 스킬 향상,브랜딩
818,중급,공연 기획 배우기,증강 현실
819,고급,비평적 사고력 향상,영화
820,중급,심리학 학습,창업
821,초급,바이올린 연주 배우기,자연 보전
822,중급,공간 예술 디자인 학습,언어
823,초급,성공적인 팀워크 기술 연마,인공지능
824,중급,연구 논문 작성 기술 연마,게임
825,초급,기초 의학 학습,웰빙
826,고급,바이올린 연주 배우기,예술
827,초급,유행 분석 배우기,생물학
828,고급,사진 촬영 기술 향상,인공지능
829,초급,동물 보호 관련 지식 배우기,직무 분석
830,고급,사회적 미디어 전략 개발,창업
831,중급,블록체인 기술 학습,법학
832,고급,재테크 학습,요리
833,중급,비평적 사고력 향상,건축
834,중급,생산성 높이는 방법 배우기,철학
835,중급,도시 계획 이해,생물학
836,초급,창의적 사고력 향상,지리학
837,고급,심리학 학습,로봇공학
838,고급,프리젠테이션 능력 개발,명상
839,고급,예술사 학습,자동차
840,중급,성공적인 팀워크 기술 연마,화학 실험
841,고급,자바스크립트 배우기,체육
842,고급,농업 기술 배우기,교수법
843,초급,영화 제작 이해,비즈니스 윤리
844,초급,프로그래밍 능력 향상,도시 계획
845,고급,인테리어 소품 디자인 배우기,기상학
846,고급,의사소통 기술 향상,기후 변화
847,중급,생물학 원리 이해,시간 관리
848,중급,비즈니스 모델 개발,인권
849,중급,프리젠테이션 능력 개발,증강 현실
850,초급,가상 현실 개발 학습,직무 분석
851,초급,웹툰 제작 기술 배우기,스트레스 관리
852,고급,애니메이션 제작 배우기,방송
853,초급,고급 수학 학습,도시 계획
854,고급,법률 지식 향상,그래픽 디자인
855,고급,프리랜서 비즈니스 관리,인공지능
856,고급,국제 협상 기술 배우기,화학 실험
857,중급,비즈니스 모델 개발,화학
858,초급,독서 및 분석 능력 향상,방송
859,초급,인권 문제 이해,해양학
860,초급,서핑 배우기,인공지능
861,고급,고전 문학 학습,웰빙
862,중급,의사소통 기술 향상,철학
863,중급,기업가 정신 배우기,프로젝트 관리
864,고급,네트워킹 기술 향상,무용
865,고급,스토리텔링 능력 개발,언어
866,고급,현대 철학 이해,스트레스 관리
867,초급,타임 매니지먼트 배우기,네트워킹
868,중급,타임 매니지먼트 배우기,여행
869,중급,그래픽 디자인 능력 개발,정원 가꾸기
870,고급,인테리어 소품 디자인 배우기,심리학
871,초급,의사소통 기술 향상,기술 혁신
872,고급,네트워킹 기술 향상,음악
873,중급,소셜 미디어 마케팅 배우기,도시 계획
874,고급,심리학 학습,우주과학
875,고급,문제 해결 능력 개발,음악
876,중급,카메라 촬영 기술 배우기,커리어 개발
877,고급,산업 디자인 기술 배우기,출판
878,중급,사진 촬영 기술 향상,바다 생물학
879,중급,네트워킹 기술 향상,교수법
880,초급,연구 논문 작성 기술 연마,인테리어 디자인
881,중급,영화 제작 이해,교수법
882,초급,카피라이팅 기술 배우기,기후 변화
883,고급,게임 디자인 이해,패션
884,초급,기타 연주 배우기,문화
885,고급,비즈니스 네트워킹 스킬 향상,인권
886,중급,성공적인 팀워크 기술 연마,비즈니스 윤리
887,고급,리더십 기술 향상,조각
888,초급,감정 조절 기술 배우기,소셜 미디어
889,고급,데이터베이스 설계 배우기,리더십
890,고급,연구 논문 작성 기술 연마,무용
891,고급,감정 조절 기술 배우기,해양학
892,고급,비평적 사고력 향상,해양학
893,중급,대인 관계 기술 향상,기후 변화
894,고급,가상 현실 개발 학습,인터뷰
895,초급,디지털 마케팅 기술 향상,직무 분석
896,고급,감정 조절 기술 배우기,팀 관리
897,고급,유행 분석 배우기,연극
898,초급,산업 디자인 기술 배우기,항공
899,초급,국제 협상 기술 배우기,식물학
